Review,Variable,Description_prompt,Answer_select,NR,SET,Title,Authors,Venue,Year,Filename,Goldstandard1_value,Goldstandard2_value,Match,Consensus_value
Morrison_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): yes, no",6,DEV,Vitamin C Mitigates Oxidative Stress and Behavioral Impairments Induced by Deltamethrin and Lead Toxicity in Zebrafish,"Emanuela Paduraru, Elena-Iulia Flocea, Carlo C Lazad, Ira-Adeline Simionov, Mircea Nicoara, Alin Ciobica, Caterina Faggio, Roxana Jijie",International Journal of Molecular Sciences,2021,paduraru_2021.pdf,no,no,TRUE,no
Morrison_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): yes, no",7,DEV,Waterborne Exposure of Paclobutrazol at Environmental Relevant Concentration Induce Locomotion Hyperactivity in Larvae and Anxiolytic Exploratory Behavior in Adult Zebrafish,"Akhlaq Hussain, Gilbert Audira, Petrus Siregar, Yi-Chen Lin, Omar Villalobos, Oliver Villaflores, Wen-Der Wang, Chung-Der Hsiao",International Journal of Environmental Research and Public Health,2020,hussain_2020.pdf,no,no,TRUE,no
Morrison_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): yes, no",8,DEV,"Zebrafish Parkinson's Model: Rotenone decrease motility, Dopamine, and increase α-synuclein Aggregation and Apoptosis of Zebrafish Brain","Husnul Khotimah, Sutiman B Sumitro, M Aris Widodo",-,-,khotimah_2015.pdf,no,no,TRUE,no
Morrison_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): yes, no",9,TEST,Behavioral effects of triadimefon in zebrafish are associated with alterations of the dopaminergic and serotonergic pathways,"Susana Paredes-Zúñiga, Nils Trost, Javiera F De La Paz, Julio Alcayaga, Miguel L Allende",Progress in Neuro-psychopharmacology and Biological Psychiatry,2019,zuniga_2019.pdf,yes,yes,TRUE,yes
Morrison_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): yes, no",10,TEST,Carbofuran induces increased anxiety-like behaviors in female zebrafish (Danio rerio) through disturbing dopaminergic/ norepinephrinergic system,"Shuang Liu, Miao Yu, Xincen Xie, Yiran Ru, Shaoguo Ru, David Volz",-,-,liu_2020.pdf,yes,yes,TRUE,yes
Morrison_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): yes, no",11,TEST,"Embryonic atrazine exposure and later in life behavioral and brain transcriptomic, epigenetic, and pathological alterations in adult male zebrafish","Katharine A Horzmann, Li F Lin, Boghos Taslakjian, Chongli Yuan, Jennifer L Freeman",Cell Biology and Toxicology,2020,horzmann_2022.pdf,yes,yes,TRUE,yes
Morrison_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): yes, no",12,TEST,Neurobehavioral Impairments Caused by Developmental Imidacloprid Exposure in Zebrafish,"Emily B Crosby, Jordan M Bailey, Anthony N Oliveri, Edward D Levin",Neurotoxicology and Teratology,2015,crosby_2015.pdf,yes,yes,TRUE,yes
Morrison_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): yes, no",13,TEST,Quantitative assessment of cypermethrin induced behavioural and biochemical anomalies in adult zebrafish,"Shubham Nema, Yogesh Bhargava",Neurotoxicology and Teratology,2018,nema_2018.pdf,yes,yes,TRUE,yes
Morrison_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): yes, no",14,TEST,The organophosphate insecticide diazinon and aging: Neurobehavioral and mitochondrial effects in zebrafish exposed as embryos or during aging,"Jonna Boyda, Andrew B Hawkey, Zade R Holloway, Rafael Trevisan, Richard T Di Giulio, Edward D Levin, G A Richardson",Neurotoxicology and Teratology,2021,boyda_2021.pdf,no,no,TRUE,yes
Morrison_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): yes, no",15,TEST,"Tributyltin enhanced anxiety of adult male zebrafish through elevating cortisol level and disruption in serotonin, dopamine and gamma-aminobutyric acid neurotransmitter pathways","Xin Tu, Ying-Wen Li, Qi-Liang Chen, Yan-Jun Shen, Zhi-Hao Liu",Ecotoxicology and Environmental Safety,2020,tu_2020.pdf,yes,yes,TRUE,yes
Morrison_2024,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one answer): yes, no",16,TEST,Zebrafish provide a sensitive model of persisting neurobehavioral effects of developmental chlorpyrifos exposure: Comparison with nicotine and pilocarpine effects and relationship to dopamine deficits,"Donnie Eddins, Daniel Cerutti, Paul Williams, Elwood Linney, Edward D Levin",Neurotoxicology and Teratology,2010,eddins_2010.pdf,no,no,TRUE,no
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",1,DEV,Assortative mating by size: patterns in water striders a meta-analysis of mating,"Arnqvist Lockerowe, James J Krupa",Evolutionary Ecology,1996,Arnqvist_1996.pdf,No,No,TRUE,No
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",2,DEV,Female mating preferences in red junglefowl: a meta-analysis,"T H Parker, J D Ligon",Ethology Ecology and Evolution,2003,Parker_2003.pdf,No,No,TRUE,No
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",3,DEV,Fertilization competence and sperm size variation in sperm-heteromorphic insects,"G Bernasconi, B Hellriegel",Evolutionary Ecology,2004,Bernasconi_2005.pdf,No,No,TRUE,No
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",4,DEV,"META-ANALYSIS SUGGESTS CHOOSY FEMALES GET SEXY SONS MORE THAN ""GOOD GENES""","Zofia M Prokop, Łukasz Michalczyk, Szymon M Drobniak, Magdalena Herdegen, Jacek Radwan",Evolution,2012,Prokop_2012.pdf,No,No,TRUE,No
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",5,DEV,Male Red-winged Blackbirds with experimentally dulled epaulets experience no disadvantage in sexual selection,"Ken Yasukawa, David A Enstrom, Patricia G Parker, Thomas C Jones",Journal of Field Ornithology,2010,Yasukawa_2010.pdf,No,No,TRUE,No
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",6,DEV,Sexual selection in females and the evolution of polyandry,"Salome ´fromonteil 1☯, Lucas Marie-Orleach, Lennart Winkler, Tim Janicke",PLoS Biology,2023,Fromonteil_2023.pdf,Yes,Yes,TRUE,Yes
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",7,DEV,The influence of male ejaculate quantity on female fitness: a meta-analysis,"Adam South, Sara M Lewis",Biological Reviews,2011,South_2011.pdf,No,No,TRUE,No
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",8,DEV,The relative importance of various mating criteria in copepods,"Matthew J Powers, Alan E Wilson, Kyle B Heine, Geoffrey E Hill",Journal of Plankton Research,2020,Powers_2020.pdf,No,No,TRUE,No
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",9,TEST,Male mating history and female fecundity in the Lepidoptera: do male virgins make better partners?,"Luis M Torres-Vila, Michael D Jennions",Behavioral Ecology and Sociobiology,2005,Torres-Vila_2005,No,No,TRUE,No
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",10,TEST,Assortative Mating in Animals,"Yuexin Jiang, Daniel I Bolnick, Mark Kirkpatrick",American Naturalist,2013,Jiang_2013,No,No,TRUE,No
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",11,TEST,Darwinian sex roles confirmed across the animal kingdom,"Tim Janicke, Ines K Häderer, Marc J Lajeunesse, Nils Anthes",Science Advances,2016,Janicke_2016,Yes,Yes,TRUE,Yes
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",12,TEST,Measuring and interpreting sexual selection metrics: evaluation and guidelines,"Nils Anthes, Ines K H € Aderer, Nico K Michiels, Tim Janicke",Methods in Ecology and Evolution,2017,Anthes_2017,No,No,TRUE,Yes
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",13,TEST,Mechanisms of Social Influence: A Meta-Analysis of the Effects of Social Information on Female Mate Choice Decisions,"Blake Carlton Jones, Emily H Duval",Frontiers in Ecology and Evolution,2019,Jones_2019,Yes,Yes,TRUE,Yes
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",14,TEST,No evidence of immediate fitness benefits of within-season divorce in monogamous birds,"Antica Culina, Lyanne Brouwer",Biology Letters,2022,Culina_2022,Yes,Yes,TRUE,Yes
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",15,TEST,The relative importance of size and asymmetry in sexual selection,"R Thornhill, A P Moller",Behavioral Ecology,1998,Thornhill_1998,No,No,TRUE,No
Pollo_2024,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,"Predefined list (select one answer): Yes, No",16,TEST,Variation in pre-and post-copulatory sexual selection on male genital size in two species of lygaeid bug,"Liam R Dougherty, David M Shuker",Behavioral Ecology and Sociobiology,2016,Dougherty_2016,No,No,TRUE,No
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",1,DEV,Assortative mating by size: patterns in water striders a meta-analysis of mating,"Arnqvist Lockerowe, James J Krupa",Evolutionary Ecology,1996,Arnqvist_1996.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",2,DEV,Female mating preferences in red junglefowl: a meta-analysis,"T H Parker, J D Ligon",Ethology Ecology and Evolution,2003,Parker_2003.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",3,DEV,Fertilization competence and sperm size variation in sperm-heteromorphic insects,"G Bernasconi, B Hellriegel",Evolutionary Ecology,2004,Bernasconi_2005.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",4,DEV,"META-ANALYSIS SUGGESTS CHOOSY FEMALES GET SEXY SONS MORE THAN ""GOOD GENES""","Zofia M Prokop, Łukasz Michalczyk, Szymon M Drobniak, Magdalena Herdegen, Jacek Radwan",Evolution,2012,Prokop_2012.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",5,DEV,Male Red-winged Blackbirds with experimentally dulled epaulets experience no disadvantage in sexual selection,"Ken Yasukawa, David A Enstrom, Patricia G Parker, Thomas C Jones",Journal of Field Ornithology,2010,Yasukawa_2010.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",6,DEV,Sexual selection in females and the evolution of polyandry,"Salome ´fromonteil 1☯, Lucas Marie-Orleach, Lennart Winkler, Tim Janicke",PLoS Biology,2023,Fromonteil_2023.pdf,Yes,Yes,TRUE,Yes
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",7,DEV,The influence of male ejaculate quantity on female fitness: a meta-analysis,"Adam South, Sara M Lewis",Biological Reviews,2011,South_2011.pdf,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",8,DEV,The relative importance of various mating criteria in copepods,"Matthew J Powers, Alan E Wilson, Kyle B Heine, Geoffrey E Hill",Journal of Plankton Research,2020,Powers_2020.pdf,Yes,Yes,TRUE,Yes
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",9,TEST,Male mating history and female fecundity in the Lepidoptera: do male virgins make better partners?,"Luis M Torres-Vila, Michael D Jennions",Behavioral Ecology and Sociobiology,2005,Torres-Vila_2005,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",10,TEST,Assortative Mating in Animals,"Yuexin Jiang, Daniel I Bolnick, Mark Kirkpatrick",American Naturalist,2013,Jiang_2013,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",11,TEST,Darwinian sex roles confirmed across the animal kingdom,"Tim Janicke, Ines K Häderer, Marc J Lajeunesse, Nils Anthes",Science Advances,2016,Janicke_2016,Yes,Yes,TRUE,Yes
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",12,TEST,Measuring and interpreting sexual selection metrics: evaluation and guidelines,"Nils Anthes, Ines K H € Aderer, Nico K Michiels, Tim Janicke",Methods in Ecology and Evolution,2017,Anthes_2017,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",13,TEST,Mechanisms of Social Influence: A Meta-Analysis of the Effects of Social Information on Female Mate Choice Decisions,"Blake Carlton Jones, Emily H Duval",Frontiers in Ecology and Evolution,2019,Jones_2019,Yes,Yes,TRUE,Yes
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",14,TEST,No evidence of immediate fitness benefits of within-season divorce in monogamous birds,"Antica Culina, Lyanne Brouwer",Biology Letters,2022,Culina_2022,Yes,Yes,TRUE,Yes
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",15,TEST,The relative importance of size and asymmetry in sexual selection,"R Thornhill, A P Moller",Behavioral Ecology,1998,Thornhill_1998,Not declared specifically,Not declared specifically,TRUE,Not declared specifically
Pollo_2024,Conflict of interests,Was the conflict of interests disclosed by the authors,"Predefined list (select one
 answer): Yes, Not declared specifically",16,TEST,Variation in pre-and post-copulatory sexual selection on male genital size in two species of lygaeid bug,"Liam R Dougherty, David M Shuker",Behavioral Ecology and Sociobiology,2016,Dougherty_2016,Yes,Yes,TRUE,Yes
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",1,DEV,Assortative mating by size: patterns in water striders a meta-analysis of mating,"Arnqvist Lockerowe, James J Krupa",Evolutionary Ecology,1996,Arnqvist_1996.pdf,Correlations,Correlations,TRUE,correlations
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",2,DEV,Female mating preferences in red junglefowl: a meta-analysis,"T H Parker, J D Ligon",Ethology Ecology and Evolution,2003,Parker_2003.pdf,Correlations,Correlations,TRUE,correlations
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",3,DEV,Fertilization competence and sperm size variation in sperm-heteromorphic insects,"G Bernasconi, B Hellriegel",Evolutionary Ecology,2004,Bernasconi_2005.pdf,Other,Other,TRUE,other
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",4,DEV,"META-ANALYSIS SUGGESTS CHOOSY FEMALES GET SEXY SONS MORE THAN ""GOOD GENES""","Zofia M Prokop, Łukasz Michalczyk, Szymon M Drobniak, Magdalena Herdegen, Jacek Radwan",Evolution,2012,Prokop_2012.pdf,Correlations,Correlations,TRUE,correlations
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",5,DEV,Male Red-winged Blackbirds with experimentally dulled epaulets experience no disadvantage in sexual selection,"Ken Yasukawa, David A Enstrom, Patricia G Parker, Thomas C Jones",Journal of Field Ornithology,2010,Yasukawa_2010.pdf,Unclear,Unclear,TRUE,correlations
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",6,DEV,Sexual selection in females and the evolution of polyandry,"Salome ´fromonteil 1☯, Lucas Marie-Orleach, Lennart Winkler, Tim Janicke",PLoS Biology,2023,Fromonteil_2023.pdf,Correlations,Correlations,TRUE,correlations
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",7,DEV,The influence of male ejaculate quantity on female fitness: a meta-analysis,"Adam South, Sara M Lewis",Biological Reviews,2011,South_2011.pdf,Mean Standardised Difference,Mean Standardised Difference,TRUE,mean standardised difference
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",8,DEV,The relative importance of various mating criteria in copepods,"Matthew J Powers, Alan E Wilson, Kyle B Heine, Geoffrey E Hill",Journal of Plankton Research,2020,Powers_2020.pdf,Odds Ratio,Odds Ratio,TRUE,Odds Ratio
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",9,TEST,Male mating history and female fecundity in the Lepidoptera: do male virgins make better partners?,"Luis M Torres-Vila, Michael D Jennions",Behavioral Ecology and Sociobiology,2005,Torres-Vila_2005,Mean Standardised Difference,Mean Standardised Difference,TRUE,Mean Standardised Difference
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",10,TEST,Assortative Mating in Animals,"Yuexin Jiang, Daniel I Bolnick, Mark Kirkpatrick",American Naturalist,2013,Jiang_2013,Correlations,Correlations,TRUE,Correlations
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",11,TEST,Darwinian sex roles confirmed across the animal kingdom,"Tim Janicke, Ines K Häderer, Marc J Lajeunesse, Nils Anthes",Science Advances,2016,Janicke_2016,"Mean Standardised Difference, Other","Mean Standardised Difference, Other",TRUE,"Mean Standardised Difference, Other"
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",12,TEST,Measuring and interpreting sexual selection metrics: evaluation and guidelines,"Nils Anthes, Ines K H € Aderer, Nico K Michiels, Tim Janicke",Methods in Ecology and Evolution,2017,Anthes_2017,"Mean Standardised Difference, Other","Mean Standardised Difference, Other",TRUE,"Mean Standardised Difference, Other"
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",13,TEST,Mechanisms of Social Influence: A Meta-Analysis of the Effects of Social Information on Female Mate Choice Decisions,"Blake Carlton Jones, Emily H Duval",Frontiers in Ecology and Evolution,2019,Jones_2019,Odds Ratio,Odds Ratio,TRUE,Odds Ratio
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",14,TEST,No evidence of immediate fitness benefits of within-season divorce in monogamous birds,"Antica Culina, Lyanne Brouwer",Biology Letters,2022,Culina_2022,Correlations,Correlations,TRUE,Correlations
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",15,TEST,The relative importance of size and asymmetry in sexual selection,"R Thornhill, A P Moller",Behavioral Ecology,1998,Thornhill_1998,Correlations,Correlations,TRUE,Correlations
Pollo_2024,Effect size statistics,Type of effect size statistics used in the study,"Predefined list (select one or more answers): Unclear, Mean Standardised Difference, Odds Ratio, Correlations, lnRR, Other",16,TEST,Variation in pre-and post-copulatory sexual selection on male genital size in two species of lygaeid bug,"Liam R Dougherty, David M Shuker",Behavioral Ecology and Sociobiology,2016,Dougherty_2016,Other,Other,TRUE,Other
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",1,DEV,Assortative mating by size: patterns in water striders a meta-analysis of mating,"Arnqvist Lockerowe, James J Krupa",Evolutionary Ecology,1996,Arnqvist_1996.pdf,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",2,DEV,Female mating preferences in red junglefowl: a meta-analysis,"T H Parker, J D Ligon",Ethology Ecology and Evolution,2003,Parker_2003.pdf,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",3,DEV,Fertilization competence and sperm size variation in sperm-heteromorphic insects,"G Bernasconi, B Hellriegel",Evolutionary Ecology,2004,Bernasconi_2005.pdf,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",4,DEV,"META-ANALYSIS SUGGESTS CHOOSY FEMALES GET SEXY SONS MORE THAN ""GOOD GENES""","Zofia M Prokop, Łukasz Michalczyk, Szymon M Drobniak, Magdalena Herdegen, Jacek Radwan",Evolution,2012,Prokop_2012.pdf,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",5,DEV,Male Red-winged Blackbirds with experimentally dulled epaulets experience no disadvantage in sexual selection,"Ken Yasukawa, David A Enstrom, Patricia G Parker, Thomas C Jones",Journal of Field Ornithology,2010,Yasukawa_2010.pdf,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",6,DEV,Sexual selection in females and the evolution of polyandry,"Salome ´fromonteil 1☯, Lucas Marie-Orleach, Lennart Winkler, Tim Janicke",PLoS Biology,2023,Fromonteil_2023.pdf,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",7,DEV,The influence of male ejaculate quantity on female fitness: a meta-analysis,"Adam South, Sara M Lewis",Biological Reviews,2011,South_2011.pdf,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",8,DEV,The relative importance of various mating criteria in copepods,"Matthew J Powers, Alan E Wilson, Kyle B Heine, Geoffrey E Hill",Journal of Plankton Research,2020,Powers_2020.pdf,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",9,TEST,Male mating history and female fecundity in the Lepidoptera: do male virgins make better partners?,"Luis M Torres-Vila, Michael D Jennions",Behavioral Ecology and Sociobiology,2005,Torres-Vila_2005,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",10,TEST,Assortative Mating in Animals,"Yuexin Jiang, Daniel I Bolnick, Mark Kirkpatrick",American Naturalist,2013,Jiang_2013,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",11,TEST,Darwinian sex roles confirmed across the animal kingdom,"Tim Janicke, Ines K Häderer, Marc J Lajeunesse, Nils Anthes",Science Advances,2016,Janicke_2016,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",12,TEST,Measuring and interpreting sexual selection metrics: evaluation and guidelines,"Nils Anthes, Ines K H € Aderer, Nico K Michiels, Tim Janicke",Methods in Ecology and Evolution,2017,Anthes_2017,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",13,TEST,Mechanisms of Social Influence: A Meta-Analysis of the Effects of Social Information on Female Mate Choice Decisions,"Blake Carlton Jones, Emily H Duval",Frontiers in Ecology and Evolution,2019,Jones_2019,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",14,TEST,No evidence of immediate fitness benefits of within-season divorce in monogamous birds,"Antica Culina, Lyanne Brouwer",Biology Letters,2022,Culina_2022,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",15,TEST,The relative importance of size and asymmetry in sexual selection,"R Thornhill, A P Moller",Behavioral Ecology,1998,Thornhill_1998,No,No,TRUE,No
Pollo_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): Yes, No",16,TEST,Variation in pre-and post-copulatory sexual selection on male genital size in two species of lygaeid bug,"Liam R Dougherty, David M Shuker",Behavioral Ecology and Sociobiology,2016,Dougherty_2016,No,No,TRUE,No
