Review,SET,Date,Person,Variable_nr,Iteration,Column_name_original,Column_name,Instructions,Study_scope_reporting,Answer_structure,Answer_structure_type,Notes,N_correct,N_incorrect,Censor
Ricolfi_2024,TEST,12-Apr-25,ML,6,TEST,Reporting guideline,Reporting guideline,Whether review claims to follow a specific reporting or conduct guideline/checklist? Ignore checklists used for critical appraisal of relevant studies. Predefined list (select one answer),Reporting,"yes, no",Yes/No,Agreement: 8/8,8,0,0
Ricolfi_2024,DEV,12-Apr-25,ML,7,1,Conflict of interests,Conflict of interests,Was the conflict of interests disclosed by the authors. Predefined list (select one answer),Reporting,"yes, not declared specifically",Yes/No,Agreement: 7/8. Note: FINISHED,7,1,0
Ricolfi_2024,DEV,12-Apr-25,ML,7,GOLD STANDARD,Conflict of interests,Conflict of interests,Do the authors provide ‘conflict of interest’ or an equivalent statement?,Reporting,"Predefined list (select one answer): Yes, No",Yes/No,"Note: ""COI_statement"" column",,,0
Ricolfi_2024,TEST,12-Apr-25,ML,7,GOLD STANDARD,Conflict of interests,Conflict of interests,Do the authors provide ‘conflict of interest’ or an equivalent statement?,Reporting,"Predefined list (select one answer): Yes, No",Yes/No,"Note: ""COI_statement"" column; N = not declared specifically",,,0
Ricolfi_2024,TEST,12-Apr-25,ML,7,TEST,Conflict of interests,Conflict of interests,Was the conflict of interests disclosed by the authors. Predefined list (select one answer),Reporting,"yes, no",Yes/No,Agreement: 5/8. Note: in all case authors declared no colnflict,5,3,0
Ricolfi_2024,DEV,12-Apr-25,ML,8,1,Funding sources,Funding sources,Organisations and bodies that funded the study are listed. Predefined list (select one answer),Reporting,"yes, no",Yes/No,Agreement: 4/8. Note: refine the prompt,4,4,0
Ricolfi_2024,DEV,12-Apr-25,ML,8,2,Funding sources,Funding sources,"The article mentions organisations that funded or supported the study or the authors of the study. This may be a list of grants or institutions, usually in the Acknowledgements or dedicated Funding section. Select one answer only.",Reporting,"yes, no",Yes/No,Agreement: 4/8. Note: refine the prompt,4,4,0
Ricolfi_2024,DEV,12-Apr-25,ML,8,3,Funding sources,Funding sources,"The article acknowledges organisations that funded or supported the work presented in the article. Select ""yes"" answer, if the article mentions research grants or institutions supporting the authors (which could be just shown as the initials of the authors and grant numbers/codes), usually in an Acknowledgements sections or in a dedicated Funding section. Select one answer only.",Reporting,"yes, no",Yes/No,Agreement: 4/8. Note: refine the prompt,4,4,0
Ricolfi_2024,DEV,12-Apr-25,ML,8,4,Funding sources,Funding sources,"Whether there is a mention of any funding or support from external organisations. Select ""yes"" answer if the article mentions research grants or institutions supporting the authors (which could be just shown as the initials of the authors and grant numbers/codes), usually in an Acknowledgements sections or in a dedicated Funding section (for example, ""Financial support was provided through grant"","" Research related to this article was funded by…"", ""is funded by… "", ""is supported by the …""). Select one answer only.",Reporting,"yes, no",Yes/No,Agreement: 4/8. Note: refine the prompt,4,4,0
Ricolfi_2024,DEV,12-Apr-25,ML,8,5,Funding sources,Funding sources,"Whether there is any indication that the research was funded or supported by an external organization, institution, grant, or sponsor. Code as a ""yes"" answer any explicit or implicit mention of external funding, support, or acknowledgment of resources or assistance that enabled the research to be conducted, for example acknowledgments of: financial support (e.g., grants, fellowships, awards, institutional funds), Research funding agencies (e.g., national science foundations, health research councils, private foundations), Government funding (e.g., ministries, departments, public research funding programs), Industry or corporate sponsorship, Non-profit organization support.
Code as a ""yes"" answer any common phrases and variations that may indicate funding or support, for example: ""This work was supported by..."", ""Financial support was provided through..."", ""This project was funded by..."", ""Research related to this article was funded by..."", ""This research is part of a project supported by..."", ""The authors received funding from..."", ""Supported by the [Name of Organization/Agency]"", ""Funding was received from..."", ""This work was carried out under the funding provided by..."", ""[Author] was supported by..."", ""The study was made possible by funding from..."". Code as a ""yes"" answer any mentions of grant numbers, project IDs, or funding references. Code as a ""yes"" answer any acknowledgments of research programs or consortia noted to be externally funded. 
Code as a ""yes"" answer any mentions that researchers were affiliated with funded programs or centers during the work. Funding acknowledgments may appear in dedicated sections (e.g., Acknowledgments or Funding), in author affiliations or footnotes, or even in the main text or footnotes of the article.",Reporting,"yes, no",Yes/No,Agreement: 7/8. Note: FINISHED,7,1,0
Ricolfi_2024,DEV,12-Apr-25,ML,8,GOLD STANDARD,Funding sources,Funding sources,Do the authors provide a statement about the funding of the study?,Reporting,"Predefined list (select one answer): Yes, Not recorded",Yes/No,"Note: ""Funding_statement"" column",,,0
Ricolfi_2024,TEST,12-Apr-25,ML,8,GOLD STANDARD,Funding sources,Funding sources,Do the authors provide a statement about the funding of the study?,Reporting,"Predefined list (select one answer): Yes, Not recorded",Yes/No,Note: one human mistace revealed by Elicit,,,0
Ricolfi_2024,TEST,12-Apr-25,ML,8,TEST,Funding sources,Funding sources,"Whether there is any indication that the research was funded or supported by an external organization, institution, grant, or sponsor. Code as a ""yes"" answer any explicit or implicit mention of external funding, support, or acknowledgment of resources or assistance that enabled the research to be conducted, for example acknowledgments of: financial support (e.g., grants, fellowships, awards, institutional funds), Research funding agencies (e.g., national science foundations, health research councils, private foundations), Government funding (e.g., ministries, departments, public research funding programs), Industry or corporate sponsorship, Non-profit organization support.
Code as a ""yes"" answer any common phrases and variations that may indicate funding or support, for example: ""This work was supported by..."", ""Financial support was provided through..."", ""This project was funded by..."", ""Research related to this article was funded by..."", ""This research is part of a project supported by..."", ""The authors received funding from..."", ""Supported by the [Name of Organization/Agency]"", ""Funding was received from..."", ""This work was carried out under the funding provided by..."", ""[Author] was supported by..."", ""The study was made possible by funding from..."". Code as a ""yes"" answer any mentions of grant numbers, project IDs, or funding references. Code as a ""yes"" answer any acknowledgments of research programs or consortia noted to be externally funded. 
Code as a ""yes"" answer any mentions that researchers were affiliated with funded programs or centers during the work. Funding acknowledgments may appear in dedicated sections (e.g., Acknowledgments or Funding), in author affiliations or footnotes, or even in the main text or footnotes of the article.",Reporting,"yes, no",Yes/No,Agreement: 6/8,6,2,0
Ricolfi_2024,DEV,12-Apr-25,ML,9,1,Supplementary materials,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.",Reporting,"yes, no",Yes/No,Agreement: 8/8. Note: refine the promopt anyay to match the final one from other data sets.,8,0,0
Ricolfi_2024,DEV,12-Apr-25,ML,9,2,Supplementary materials,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links. Supplementary materials are sometimes called Supporting Material or Appendix or Additional File.",Reporting,"yes, no",Yes/No,Agreement: 8/8. Note: FINISHED,8,0,0
Ricolfi_2024,DEV,12-Apr-25,ML,9,GOLD STANDARD,Supplementary materials,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.",Reporting,"Predefined list (select one answer): Yes, No",Yes/No,Note: manually extracted,,,0
Ricolfi_2024,TEST,12-Apr-25,ML,9,GOLD STANDARD,Supplementary materials,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.",Reporting,"Predefined list (select one answer): Yes, No",Yes/No,Note: manually extracted,,,0
Ricolfi_2024,TEST,12-Apr-25,ML,9,TEST,Supplementary materials,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links. Supplementary materials are sometimes called Supporting Material or Appendix or Additional File.",Reporting,"yes, no",Yes/No,Agreement: 8/8,8,0,0
Ricolfi_2024,DEV,12-Apr-25,ML,10,1,Data shared,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on request, it should be coded as “No”",Reporting,"yes, no",Yes/No,Agreement: 6/8. Note: refine the prompt,6,2,0
Ricolfi_2024,DEV,12-Apr-25,ML,10,2,Data shared,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, appendix, or as a link to an external file repository. Select ""yes"" answer If there any mention of collected data available in a table at other places, such as files or online. Note that sometimes all data is within main text as a table, sometimes it os partial or just summary data (not raw collected data). If data is available on request, it should be coded as “No”",Reporting,"yes, no",Yes/No,Agreement: 6/8. Note: refine the prompt,6,2,0
Ricolfi_2024,DEV,12-Apr-25,ML,10,3,Data shared,Data shared,"Whether the raw data used for analyses presented in the article has been publicly shared. Select ""Yes"" answer if there is any mention of the raw collected data being shared, for example, in supplementary materials or appendices, as downloadable tables or files, via links to external repositories or websites, as full datasets embedded in the article (e.g., detailed data tables in the main text). Raw data refers to the original collected data that underlies the analyses - not just summary statistics, graphs, or processed outputs. Select ""No"" answer if the data is only available upon request, the data is only shared in summarized or aggregated form, there is no clear mention of shared raw data.",Reporting,"yes, no",Yes/No,Agreement: 5/8. Note: refine the prompt,5,3,0
Ricolfi_2024,DEV,12-Apr-25,ML,10,4,Data shared,Data shared,Whether the underlying data characterising primary articles included and/or analyses in the review has been shared in the article or elsewhere.,Reporting,"yes, no",Yes/No,Agreement: 6/8. Note: refine the prompt,6,2,0
Ricolfi_2024,DEV,12-Apr-25,ML,10,5,Data shared,Data shared,"Code whether the article mentions or includes underlying data used to characterize the primary articles included in the review and/or the data used for analyses presented in the review has been shared, either within the article or elsewhere (e.g., in supplementary materials, appendices, external repositories, or linked files).",Reporting,"yes, no",Yes/No,Agreement: 6/8. Note: REPLACE VARIABLE,6,2,0
Ricolfi_2024,DEV,12-Apr-25,ML,10,GOLD STANDARD,Data shared,Data shared,Is the raw data of the study provided?,Reporting,"Predefined list (select one answer): Yes, No",Yes/No,"Note: ""raw_data"" column",,,0
Ricolfi_2024,DEV,12-Apr-25,ML,11,1,PFAS one many,PFAS one many,"What types of PFAS does the review focus on? If it is one PFAS type only, answer ""One"", in the case of several PFAS being mentioned in the included studies, state 'Multiple'.",Scope,"one, multiple",Categorical,Agreement: 5/8. Note: refine the prompt.,5,3,0
Ricolfi_2024,DEV,12-Apr-25,ML,11,2,PFAS one many,PFAS one many,"What types of PFAS does the review focus on in terms of evidence synthesis? If it is focused on one PFAS type, answer ""One"", even if it breifly mentions other PFAS types or chemicals. If it iis focused on more than one types of PFAS substances, answer ""Multiple"".",Scope,"one, multiple",Categorical,Agreement: 6/8. Note: refine the prompt.,6,2,0
Ricolfi_2024,DEV,12-Apr-25,ML,11,3,PFAS one many,PFAS one many,"What types of PFAS does the review focus on in terms of evidence synthesis? If it is focused on one PFAS type, answer ""One"", even if it breifly mentions other PFAS types or chemicals. If it iis focused on more than one types of PFAS substances, answer ""Multiple"". Ignore other chemical substances that are not classifies as PFAS (e.g. polybrominated diphenyl ethers,  PBDEs)",Scope,"one, multiple",Categorical,Agreement: 7/8. Note: FINISHED,7,1,0
Ricolfi_2024,DEV,12-Apr-25,ML,11,GOLD STANDARD,PFAS one many,PFAS one many,"What types of PFAS does the review focus on? If it is one PFAS type only, answer ""One"", in the case of several PFAS being mentioned in the included studies, state 'Multiple'.",Scope,"Predefined list (select one answer): One, Multiple",Categorical,"Note: ""PFAS_one_many"" column; coded values adjusted to match metadata/prompt",,,0
Ricolfi_2024,TEST,12-Apr-25,ML,11,GOLD STANDARD,PFAS one many,PFAS one many,"What types of PFAS does the review focus on? If it is one PFAS type only, answer ""One"", in the case of several PFAS being mentioned in the included studies, state 'Multiple'.",Scope,"Predefined list (select one answer): One, Multiple",Categorical,"Note: ""PFAS_one_many"" column",,,0
Ricolfi_2024,TEST,12-Apr-25,ML,11,TEST,PFAS one many,PFAS one many,"What types of PFAS does the review focus on in terms of evidence synthesis? If it is focused on one PFAS type, answer ""One"", even if it briefly mentions other PFAS types or chemicals. If it is focused on more than one types of PFAS substances, answer ""Multiple"". Ignore other chemical substances that are not classifies as PFAS (e.g. polybrominated diphenyl ethers,  PBDEs)",Scope,"one, multiple",Categorical,Agreement: 6/8,6,2,0
Ricolfi_2024,DEV,12-Apr-25,ML,12,1,Registered protocol,Registered protocol,"Code whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.",Reporting,"Predefined list (select one answer): yes, no",Yes/No,Agreement: 8/8. Note: FINISHED,8,0,0
Ricolfi_2024,DEV,12-Apr-25,ML,12,GOLD STANDARD,Registered protocol,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.",Reporting,"Predefined list (select one answer): Yes, No",Yes/No,"Note: ""Protocol"" column - 3 human mistaces corrected to ""yes"" following Elicit assessments",,,0
Ricolfi_2024,TEST,12-Apr-25,ML,12,GOLD STANDARD,Registered protocol,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.",Reporting,"Predefined list (select one answer): Yes, No",Yes/No,"Note: ""Protocol"" column; one error found by Elicit  - study has a published protocol",,,0
Ricolfi_2024,TEST,12-Apr-25,ML,12,TEST,Registered protocol,Registered protocol,"Code whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.",Reporting,"yes, no",Yes/No,Agreement: 8/8,8,0,0
Ricolfi_2024,DEV,12-Apr-25,ML,13,1,Authors contributions,Authors contributions,Code whether the study contains a description of the roles and/or contributions of the study authors.,Reporting,"yes, no",Yes/No,Agreement: 7/8. Note: FINISHED,7,1,0
Ricolfi_2024,DEV,12-Apr-25,ML,13,GOLD STANDARD,Authors contributions,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,Reporting,"yes, no",Yes/No,Note: manually extracted,,,0
Ricolfi_2024,TEST,12-Apr-25,ML,13,GOLD STANDARD,Authors contributions,Authors contributions,Whether the study contains a description of the roles and/or contributions of the study authors.,Reporting,"yes, no",Yes/No,Note: manually extracted,,,0
Ricolfi_2024,TEST,12-Apr-25,ML,13,TEST,Authors contributions,Authors contributions,Code whether the study contains a description of the roles and/or contributions of the study authors.,Reporting,"yes, no",Yes/No,Agreement: 5/8,5,3,0
Morrison_2024,DEV,12-Apr-25,ML,1,1,Study type,Study type,"Record the study type (if  unclear or not reported select ""not reported"")",Scope,"observational, experimental, other, not reported",Categorical,Agreement: 8/8. Note: FINISHED,8,0,0
Morrison_2024,DEV,12-Apr-25,ML,1,GOLD STANDARD,Study type,Study type,"Record the study type (if  unclear or not reported select ""not reported"")",Scope,"Predefined list (select one answer): observational, experimental, other, not reported",Categorical,"Note:  column ""study_type""",,,0
Morrison_2024,TEST,13-Apr-25,ML,1,GOLD STANDARD,Study type,Study type,"Record the study type (if  unclear or not reported select ""not reported"")",Scope,"Predefined list (select one answer): observational, experimental, other, not reported",Categorical,"Note:  column ""study_type""",,,0
Morrison_2024,TEST,13-Apr-25,ML,1,TEST,Study type,Study type,"Record the study type (if  unclear or not reported select ""not reported"")",Scope,"observational, experimental, other, not reported",Categorical,Agreement: 8/8,8,0,0
Morrison_2024,DEV,12-Apr-25,ML,2,1,Dosage number,Dosage number,"Record whether the experiment uses one or multiple pesticide doses (if unclear or not reported state ""not reported"")",Scope,Number,Number,"Agreement: 3/8, Note: clean the answers",3,5,0
Morrison_2024,DEV,12-Apr-25,ML,2,2,Dosage number,Dosage number,"Record whether the experiment uses one or multiple pesticide doses (if unclear or not reported state ""not reported""). Answer by providing only a single number, without additional text, comments or context (i.e. do not answer with full sentences)",Scope,Number,Number,"Agreement: 2/8, Note: refine the prompt",2,6,0
Morrison_2024,DEV,12-Apr-25,ML,2,3,Dosage number,Dosage number,"Record whether the experiment uses one or multiple pesticide doses (if unclear or not reported state ""not reported""). Only consider number of doses used during the experiments measuring effects on behaviours of the zebrafish. Answer by providing only a single number, without additional text, comments or context (i.e. do not answer with full sentences)",Scope,Number,Number,"Agreement: 4/8, Note: refine the prompt",4,4,0
Morrison_2024,DEV,12-Apr-25,ML,2,4,Dosage number,Dosage number,"Record whether the experiment uses one or multiple pesticide doses (if unclear or not reported state ""not reported""). Only consider number of doses used during the experiments measuring effects on behaviours of the zebrafish. Do not count the control exposure without pesticide (0 concentration). Answer by providing only a single number, without additional text, comments or context (i.e. do not answer with full sentences)",Scope,Number,Number,"Agreement: 4/8, Note: refine the prompt",4,4,0
Morrison_2024,DEV,12-Apr-25,ML,2,GOLD STANDARD,Dosage number,Dosage number,"Record whether the experiment uses one or multiple pesticide doses (if unclear or not reported state ""not reported"")",Scope,Number,Number,Note:  ,,,0
Morrison_2024,DEV,12-Apr-25,ML,3,1,Life stage at exposure,Life stage at exposure,"Record the sexual maturity of the zebrafish (e.g. juvenile, adult or larvae) that was exposed to a pesticide (if unclear or not reported select ""not reported”; if multiple, select multiple options)",Scope,"juvenile, adult, larvae, embryo, other, not reported",Categorical,Agreement: 5/8. Note: refine the prompt,5,3,0
Morrison_2024,DEV,12-Apr-25,ML,3,2,Life stage at exposure,Life stage at exposure,"Record the life stage of zebrafish when they were exposed to a pesticide (e.g. juvenile, adult or larvae). if unclear or not reported select ""not reported”'",Scope,"juvenile, adult, larvae, embryo, other, not reported",Categorical,Agreement: 6/8. Note: refine the prompt,6,2,0
Morrison_2024,DEV,12-Apr-25,ML,3,3,Life stage at exposure,Life stage at exposure,"Record the life stage of zebrafish when they were exposed to a pesticide (e.g. juvenile, adult or larvae). Ignore rearing conditions. Only consider fish used in the experiments measuring  behaviour. If unclear or not reported select ""not reported”'",Scope,"juvenile, adult, larvae, embryo, other, not reported",Categorical,Agreement: 5/8. Note: refine the prompt,5,3,0
Morrison_2024,DEV,12-Apr-25,ML,3,4,Life stage at exposure,Life stage at exposure,"Record the life stage of zebrafish when they were exposed to a pesticide (e.g. juvenile, adult or larvae). Ignore rearing conditions. Only consider fish used in the experiments measuring  behaviour. Consider zebrafish older than 6 weeks as adults. If life stage at pesticide exposure unclear or not reported select ""not reported”'",Scope,"juvenile, adult, larvae, embryo, other, not reported",Categorical,Agreement: 5/8. Note: refine the prompt,5,3,0
Morrison_2024,DEV,12-Apr-25,ML,2,5,Dosage number,Dosage number,"Record whether the experiment uses one or multiple pesticide doses (if unclear or not reported state ""not reported""). Only consider number of doses used during the experiments measuring effects on behaviours of the zebrafish. Do not count the control exposure without pesticide (0 concentration). Only count for a single pesticide type. Answer by providing only a single number, without additional text, comments or context (i.e. do not answer with full sentences)",Scope,Number,Number,"Agreement: 4/8, Note: REPLACE",4,4,0
Morrison_2024,DEV,12-Apr-25,ML,3,5,Life stage at exposure,Life stage at exposure,"Record the life stage of zebrafish when they were exposed to a pesticide (e.g. juvenile, adult or larvae) before measurements of  behaviour were taken. Consider zebrafish older than 6 weeks as adults. If life stage at pesticide exposure unclear or not reported select ""not reported”'",Scope,"juvenile, adult, larvae, embryo, other, not reported",Categorical,"Agreement: 5/8, Note: REPLACE",5,3,0
Morrison_2024,DEV,12-Apr-25,ML,3,GOLD STANDARD,Life stage at exposure,Life stage at exposure,"Record the sexual maturity of the zebrafish (e.g. juvenile, adult or larvae) that was exposed to a pesticide (if unclear or not reported select ""not reported”; if multiple, select multiple options)",Scope,"Predefined list (select one answer): 
juvenile, 
adult, 
larvae, 
embryo, 
other, 
not reported",Categorical,"Note:  ""life_stage_exposure "" column",,,0
Morrison_2024,DEV,12-Apr-25,ML,4,1,Sex,Sex,Record the sex of the zebrafish used (“both” option requires males and females to be measured separately whilst “mixed” means that males and females are included and measured together),Scope,"male, female, both, mixed, other, not reported",Categorical,"Agreement: 4/8. Note: rmerged ""both"" and ""mixed"" and considered them to match either",4,4,0
Morrison_2024,DEV,12-Apr-25,ML,4,2,Sex,Sex,Record the sex of the zebrafish used in the pesticide exposure experiment to measure effects on behaviour,Scope,"male, female, both/mixed, other, not reported",Categorical,Agreement: 8/8. Note: FINISHED ,8,0,0
Morrison_2024,DEV,12-Apr-25,ML,4,GOLD STANDARD,Sex,Sex,Record the sex of the zebrafish used (“both” option requires males and females to be measured separately whilst “mixed” means that males and females are included and measured together),Scope,"Predefined list (select one answer): 
male, 
female, 
both, 
mixed, 
other, 
not reported",Categorical,"Note:  ""Sex"" column",,,0
Morrison_2024,TEST,13-Apr-25,ML,4,GOLD STANDARD,Sex,Sex,Record the sex of the zebrafish used (“both” option requires males and females to be measured separately whilst “mixed” means that males and females are included and measured together),Scope,"Predefined list (select one answer): 
male, 
female, 
both, 
mixed, 
other, 
not reported",Categorical,"Note:  ""Sex"" column",,,0
Morrison_2024,TEST,13-Apr-25,ML,4,TEST,Sex,Sex,Record the sex of the zebrafish used in the pesticide exposure experiment to measure effects on behaviour,Scope,"male, female, both/mixed, other, not reported",Categorical,Agreement: 7/8,7,1,0
Morrison_2024,DEV,12-Apr-25,ML,5,1,Behavioral class,Behavioral class,State the behavioural class being used to monitor the behavioural change in response to pesticide exposure,Scope,"activity or movement, courtship and/or mating behaviour,  post-copulation and/or parental care,  aggression, sociality, cognition and/or learning, boldness or anxiety, other",Categorical,"Agreement: 3/8, Note: refine the prompt",3,5,0
Morrison_2024,DEV,12-Apr-25,ML,5,2,Behavioral class,Behavioral class,Record the main type of behavioural measured  in the experiment where zebrafish were exposed to a pesticide ,Scope,"activity or movement, courtship and/or mating behaviour,  post-copulation and/or parental care,  aggression, sociality, cognition and/or learning, boldness or anxiety, other",Categorical,"Agreement: 5/8, Note: refine the prompt",5,3,0
Morrison_2024,DEV,12-Apr-25,ML,5,3,Behavioral class,Behavioral class,Record the main type of behavioural measured  in the experiment where zebrafish were exposed to a pesticide. Mirror and shoaling tests are measures of sociality. Exploration is measure of activity and boldness.,Scope,"activity or movement, courtship and/or mating behaviour,  post-copulation and/or parental care,  aggression, sociality, cognition and/or learning, boldness or anxiety, other",Categorical,"Agreement: 2/8, Note: refine the prompt",2,6,0
Morrison_2024,DEV,12-Apr-25,ML,5,4,Behavioral class,Behavioral class,Record the main type of behavioural measured  in the experiment where zebrafish were exposed to a pesticide. Classify mirror and shoaling tests are measures of sociality only. Classify exploration test as a measure of activity and boldness.,Scope,"activity or movement, courtship and/or mating behaviour,  post-copulation and/or parental care,  aggression, sociality, cognition and/or learning, boldness or anxiety, other",Categorical,"Agreement: 4/8, Note: refine the prompt",4,4,0
Morrison_2024,DEV,12-Apr-25,ML,5,5,Behavioral class,Behavioral class,Record the main type of behavioural measured  in the experiment where zebrafish were exposed to a pesticide. Classify mirror and shoaling tests are measures of sociality only. Classify exploration test as a measure of activity and boldness. Classify time spent by the fish in bottom part of the tank as antipredatory behavior.,Scope,"activity or movement, courtship and/or mating behaviour,  post-copulation and/or parental care,  aggression, sociality, cognition and/or learning, boldness or anxiety, other",Categorical,"Agreement: 4/8, Note: REPLACE",4,4,0
Morrison_2024,DEV,12-Apr-25,ML,5,GOLD STANDARD,Behavioral class,Behavioral class,State the behavioural class being used to monitor the behavioural change in response to pesticide exposure,Scope,"activity or movement, courtship and/or mating behaviour,  post-copulation and/or parental care,  aggression, sociality, cognition and/or learning, boldness or anxiety, other",Categorical,"Note:  ""behavioural_class"" column. Had to collapse last fe levels into other (max. 8 allowed)",,,0
Morrison_2024,DEV,12-Apr-25,ML,6,1,Exposure duration,Exposure duration,"Record the duration of the pesticide exposure used in the experiment (if multiple select the longest). Also record the unit used to measure the pesticide exposure time. If unclear or not reported select ""not reported""",Scope,Number and unit,Name/Other,Agreement: 8/8. Note: add details and clean answers,8,0,0
Morrison_2024,DEV,12-Apr-25,ML,6,2,Exposure duration,Exposure duration,"Record the duration of the pesticide exposure used in the behavioural experiment. if multiple pesticide exposure durations were used in the behavioral experiment,  select the longest one. Also record the unit used to measure the pesticide exposure time. If unclear or not reported select ""not reported"". Answer by providing only a single number and unit, without additional text, comments or context (i.e. do not answer with full sentences)",Scope,Number and unit,Name/Other,Agreement: 8/8. Note: FINISHED ,8,0,0
Morrison_2024,DEV,12-Apr-25,ML,6,GOLD STANDARD,Exposure duration,Exposure duration,"State the duration of the pesticide exposure used in the experiment (if multiple select the longest, if unclear or not reported select ""not reported"").
Record the unit used to measure the pesticide exposure time (if unclear or not reported select ""not reported"").",Scope,Number and unit,Name/Other,"Note:  ""duration"" and ""duration units"" columns",,,0
Morrison_2024,TEST,13-Apr-25,ML,6,GOLD STANDARD,Exposure duration,Exposure duration,"State the duration of the pesticide exposure used in the experiment (if multiple select the longest, if unclear or not reported select ""not reported"").
Record the unit used to measure the pesticide exposure time (if unclear or not reported select ""not reported"").",Scope,Number and unit,Name/Other,"Note:  ""duration"" and ""duration units"" columns. Tow mistakes found by ELicit",,,0
Morrison_2024,TEST,13-Apr-25,ML,6,TEST,Exposure duration,Exposure duration,"Record the duration of the pesticide exposure used in the behavioural experiment. if multiple pesticide exposure durations were used in the behavioral experiment,  select the longest one. Also record the unit used to measure the pesticide exposure time. If unclear or not reported select ""not reported"". Answer by providing only a single number and unit, without additional text, comments or context (i.e. do not answer with full sentences)",Scope,Number and unit,Name/Other,Agreement: 5/8,5,3,0
Morrison_2024,DEV,12-Apr-25,ML,7,1,Conflict of interests,Conflict of interests,"Was the conflict of interests disclosed by the authors. Predefined list (select one answer): yes, not declared specifically",Reporting,"yes, not declared specifically",Yes/No,Agreement: 8/8. Note: FINISHED,8,0,0
Morrison_2024,DEV,12-Apr-25,ML,7,GOLD STANDARD,Conflict of interests,Conflict of interests,Was the conflict of interests disclosed by the authors,Reporting,"Predefined list (select one answer): yes, no",Yes/No,Note:  manually extracted,,,0
Morrison_2024,TEST,13-Apr-25,ML,7,GOLD STANDARD,Conflict of interests,Conflict of interests,Was the conflict of interests disclosed by the authors,Reporting,"Predefined list (select one answer): yes, no",Yes/No,Note: manually extracted. nr12 has COI in SI,,,0
Morrison_2024,TEST,13-Apr-25,ML,7,TEST,Conflict of interests,Conflict of interests,"Was the conflict of interests disclosed by the authors. Predefined list (select one answer): yes, not declared specifically",Reporting,"yes, not declared specifically",Yes/No,Agreement: 6/8,6,2,0
Morrison_2024,DEV,12-Apr-25,ML,8,1,Funding sources,Funding sources,Organisations and bodies that funded the study are listed.,Reporting,"yes, no",Yes/No,Agreement: 2/8. Note: refine the prompt,2,6,0
Morrison_2024,DEV,12-Apr-25,ML,8,2,Funding sources,Funding sources,"The article mentions organisations that funded or supported the study or the authors of the study. This may be a list of grants or institutions, usually in the Acknowledgements or dedicated Funding section. Select one answer only.",Reporting,"yes, no",Yes/No,Agreement: 2/8. Note: refine the prompt,2,6,0
Morrison_2024,DEV,12-Apr-25,ML,8,3,Funding sources,Funding sources,"The article acknowledges organisations that funded or supported the work presented in the article. Select ""yes"" answer, if the article mentions research grants or institutions supporting the authors (which could be just shown as the initials of the authors and grant numbers/codes), usually in an Acknowledgements sections or in a dedicated Funding section. Select one answer only.",Reporting,"yes, no",Yes/No,Agreement: 2/8. Note: refine the prompt,2,6,0
Morrison_2024,DEV,12-Apr-25,ML,8,4,Funding sources,Funding sources,"Whether there is a mention of any funding or support from external organisations. Select ""yes"" answer if the article mentions research grants or institutions supporting the authors (which could be just shown as the initials of the authors and grant numbers/codes), usually in an Acknowledgements sections or in a dedicated Funding section (for example, ""Financial support was provided through grant"","" Research related to this article was funded by…"", ""is funded by… "", ""is supported by the …""). Select one answer only.",Reporting,"yes, no",Yes/No,Agreement: 2/8. Note: refine the prompt,2,6,0
